task_id,project_id,domain,category,context_group,estimated_duration,priority,priority_level,variation_level,dependencies,template_source
evaltask_000499,evalproj_00052,image_classification,model_evaluation,modelling,136,high,3,standard,evaltask_000498,repo
evaltask_000500,evalproj_00052,image_classification,model_training,modelling,263,low,1,multi_step,evaltask_000499,repo
evaltask_000501,evalproj_00052,image_classification,model_evaluation,modelling,145,low,1,ambiguous,evaltask_000500,repo
evaltask_000502,evalproj_00052,image_classification,reporting_documentation,reporting,51,low,1,multi_step,evaltask_000501,repo
evaltask_000503,evalproj_00053,text_summarisation,data_collection,data_preparation,161,low,1,standard,,repo
evaltask_000504,evalproj_00053,text_summarisation,data_cleaning,data_preparation,30,low,1,multi_step,evaltask_000503,repo
evaltask_000505,evalproj_00053,text_summarisation,feature_engineering,analysis,298,medium,2,ambiguous,evaltask_000504,repo
evaltask_000506,evalproj_00053,text_summarisation,model_training,modelling,71,medium,2,standard,evaltask_000505,ood
evaltask_000507,evalproj_00053,text_summarisation,model_evaluation,modelling,81,high,3,standard,evaltask_000506,repo
evaltask_000508,evalproj_00053,text_summarisation,model_training,modelling,201,high,3,standard,evaltask_000507,repo
evaltask_000509,evalproj_00053,text_summarisation,model_evaluation,modelling,31,high,3,negation,evaltask_000508,repo
evaltask_000510,evalproj_00053,text_summarisation,reporting_documentation,reporting,144,medium,2,standard,evaltask_000509,repo
evaltask_000511,evalproj_00053,text_summarisation,data_pipeline_maintenance,infrastructure,111,medium,2,multi_step,,ood
evaltask_000512,evalproj_00054,text_summarisation,data_collection,data_preparation,131,low,1,negation,,ood
evaltask_000513,evalproj_00054,text_summarisation,data_cleaning,data_preparation,209,low,1,standard,evaltask_000512,ood
evaltask_000514,evalproj_00054,text_summarisation,exploratory_data_analysis,analysis,151,high,3,negation,evaltask_000513,repo
evaltask_000515,evalproj_00054,text_summarisation,feature_engineering,analysis,64,medium,2,negation,evaltask_000514,repo
evaltask_000516,evalproj_00054,text_summarisation,model_training,modelling,68,medium,2,standard,evaltask_000515,ood
evaltask_000517,evalproj_00054,text_summarisation,model_evaluation,modelling,166,low,1,ambiguous,evaltask_000516,ood
evaltask_000518,evalproj_00054,text_summarisation,reporting_documentation,reporting,122,low,1,standard,evaltask_000517,repo
evaltask_000519,evalproj_00054,text_summarisation,data_pipeline_maintenance,infrastructure,120,medium,2,standard,,repo
evaltask_000520,evalproj_00054,text_summarisation,data_pipeline_maintenance,infrastructure,20,low,1,ambiguous,,repo
evaltask_000521,evalproj_00054,text_summarisation,data_pipeline_maintenance,infrastructure,71,low,1,negation,,repo
evaltask_000522,evalproj_00055,fraud_detection,data_collection,data_preparation,158,medium,2,standard,,repo
evaltask_000523,evalproj_00055,fraud_detection,data_cleaning,data_preparation,115,medium,2,standard,evaltask_000522,repo
evaltask_000524,evalproj_00055,fraud_detection,exploratory_data_analysis,analysis,70,low,1,standard,evaltask_000523,repo
evaltask_000525,evalproj_00055,fraud_detection,feature_engineering,analysis,206,low,1,standard,evaltask_000524,repo
evaltask_000526,evalproj_00055,fraud_detection,model_training,modelling,203,medium,2,standard,evaltask_000525,repo
evaltask_000527,evalproj_00055,fraud_detection,model_evaluation,modelling,119,low,1,standard,evaltask_000526,repo
evaltask_000528,evalproj_00055,fraud_detection,reporting_documentation,reporting,165,medium,2,standard,evaltask_000527,repo
evaltask_000529,evalproj_00055,fraud_detection,data_pipeline_maintenance,infrastructure,49,medium,2,negation,,repo
evaltask_000530,evalproj_00056,employee_attrition,data_collection,data_preparation,103,low,1,standard,,repo
evaltask_000531,evalproj_00056,employee_attrition,data_cleaning,data_preparation,215,medium,2,standard,evaltask_000530,ood
evaltask_000532,evalproj_00056,employee_attrition,exploratory_data_analysis,analysis,172,low,1,standard,evaltask_000531,repo
evaltask_000533,evalproj_00056,employee_attrition,feature_engineering,analysis,73,medium,2,standard,evaltask_000532,repo
evaltask_000534,evalproj_00056,employee_attrition,model_training,modelling,206,high,3,standard,evaltask_000533,ood
evaltask_000535,evalproj_00056,employee_attrition,model_evaluation,modelling,57,medium,2,standard,evaltask_000534,repo
evaltask_000536,evalproj_00056,employee_attrition,model_training,modelling,332,high,3,negation,evaltask_000535,repo
evaltask_000537,evalproj_00056,employee_attrition,model_evaluation,modelling,166,high,3,standard,evaltask_000536,repo
evaltask_000538,evalproj_00056,employee_attrition,reporting_documentation,reporting,123,medium,2,multi_step,evaltask_000537,repo
evaltask_000539,evalproj_00057,sales_forecasting,data_collection,data_preparation,134,low,1,ambiguous,,repo
evaltask_000540,evalproj_00057,sales_forecasting,data_cleaning,data_preparation,228,low,1,multi_step,evaltask_000539,ood
evaltask_000541,evalproj_00057,sales_forecasting,exploratory_data_analysis,analysis,135,medium,2,multi_step,evaltask_000540,repo
evaltask_000542,evalproj_00057,sales_forecasting,feature_engineering,analysis,198,medium,2,negation,evaltask_000541,repo
evaltask_000543,evalproj_00057,sales_forecasting,model_training,modelling,87,medium,2,multi_step,evaltask_000542,ood
evaltask_000544,evalproj_00057,sales_forecasting,model_evaluation,modelling,169,medium,2,ambiguous,evaltask_000543,repo
evaltask_000545,evalproj_00057,sales_forecasting,reporting_documentation,reporting,124,medium,2,standard,evaltask_000544,repo
evaltask_000546,evalproj_00057,sales_forecasting,data_pipeline_maintenance,infrastructure,23,high,3,multi_step,,repo
evaltask_000547,evalproj_00057,sales_forecasting,data_pipeline_maintenance,infrastructure,117,medium,2,ambiguous,,repo
evaltask_000548,evalproj_00057,sales_forecasting,data_pipeline_maintenance,infrastructure,66,medium,2,ambiguous,,repo
evaltask_000549,evalproj_00058,ab_testing_analysis,data_collection,data_preparation,122,low,1,standard,,ood
evaltask_000550,evalproj_00058,ab_testing_analysis,data_cleaning,data_preparation,44,medium,2,standard,evaltask_000549,ood
evaltask_000551,evalproj_00058,ab_testing_analysis,model_training,modelling,150,high,3,ambiguous,evaltask_000550,repo
evaltask_000552,evalproj_00058,ab_testing_analysis,model_evaluation,modelling,176,high,3,multi_step,evaltask_000551,repo
evaltask_000553,evalproj_00058,ab_testing_analysis,reporting_documentation,reporting,70,low,1,standard,evaltask_000552,repo
evaltask_000554,evalproj_00058,ab_testing_analysis,data_pipeline_maintenance,infrastructure,88,high,3,standard,,ood
evaltask_000555,evalproj_00058,ab_testing_analysis,data_pipeline_maintenance,infrastructure,67,high,3,standard,,repo
evaltask_000556,evalproj_00058,ab_testing_analysis,data_pipeline_maintenance,infrastructure,19,low,1,standard,,repo
evaltask_000557,evalproj_00059,network_intrusion_detection,data_collection,data_preparation,154,low,1,multi_step,,repo
evaltask_000558,evalproj_00059,network_intrusion_detection,data_cleaning,data_preparation,228,medium,2,standard,evaltask_000557,ood
evaltask_000559,evalproj_00059,network_intrusion_detection,exploratory_data_analysis,analysis,229,low,1,standard,evaltask_000558,ood
evaltask_000560,evalproj_00059,network_intrusion_detection,feature_engineering,analysis,107,medium,2,standard,evaltask_000559,repo
evaltask_000561,evalproj_00059,network_intrusion_detection,model_training,modelling,60,high,3,multi_step,evaltask_000560,ood
evaltask_000562,evalproj_00059,network_intrusion_detection,model_evaluation,modelling,157,medium,2,multi_step,evaltask_000561,repo
evaltask_000563,evalproj_00059,network_intrusion_detection,reporting_documentation,reporting,167,medium,2,standard,evaltask_000562,repo
evaltask_000564,evalproj_00059,network_intrusion_detection,data_pipeline_maintenance,infrastructure,78,high,3,standard,,repo
evaltask_000565,evalproj_00060,predictive_maintenance,data_collection,data_preparation,55,low,1,negation,,ood
evaltask_000566,evalproj_00060,predictive_maintenance,data_cleaning,data_preparation,208,medium,2,multi_step,evaltask_000565,ood
evaltask_000567,evalproj_00060,predictive_maintenance,exploratory_data_analysis,analysis,204,high,3,multi_step,evaltask_000566,repo
evaltask_000568,evalproj_00060,predictive_maintenance,feature_engineering,analysis,189,medium,2,standard,evaltask_000567,ood
evaltask_000569,evalproj_00060,predictive_maintenance,model_training,modelling,186,medium,2,standard,evaltask_000568,ood
evaltask_000570,evalproj_00060,predictive_maintenance,model_evaluation,modelling,170,medium,2,multi_step,evaltask_000569,repo
evaltask_000571,evalproj_00060,predictive_maintenance,model_training,modelling,106,medium,2,standard,evaltask_000570,repo
evaltask_000572,evalproj_00060,predictive_maintenance,model_evaluation,modelling,78,medium,2,ambiguous,evaltask_000571,ood
evaltask_000573,evalproj_00060,predictive_maintenance,reporting_documentation,reporting,38,low,1,multi_step,evaltask_000572,repo
evaltask_000574,evalproj_00060,predictive_maintenance,data_pipeline_maintenance,infrastructure,93,low,1,multi_step,,repo
evaltask_000575,evalproj_00060,predictive_maintenance,data_pipeline_maintenance,infrastructure,105,low,1,ambiguous,,repo
evaltask_000576,evalproj_00061,credit_scoring,data_collection,data_preparation,145,low,1,ambiguous,,repo
evaltask_000577,evalproj_00061,credit_scoring,data_cleaning,data_preparation,48,medium,2,standard,evaltask_000576,ood
evaltask_000578,evalproj_00061,credit_scoring,exploratory_data_analysis,analysis,72,high,3,multi_step,evaltask_000577,repo
evaltask_000579,evalproj_00061,credit_scoring,feature_engineering,analysis,183,medium,2,negation,evaltask_000578,repo
evaltask_000580,evalproj_00061,credit_scoring,model_training,modelling,129,medium,2,multi_step,evaltask_000579,ood
evaltask_000581,evalproj_00061,credit_scoring,model_evaluation,modelling,125,medium,2,standard,evaltask_000580,repo
evaltask_000582,evalproj_00061,credit_scoring,model_training,modelling,241,low,1,standard,evaltask_000581,ood
evaltask_000583,evalproj_00061,credit_scoring,model_evaluation,modelling,93,low,1,standard,evaltask_000582,repo
evaltask_000584,evalproj_00061,credit_scoring,reporting_documentation,reporting,140,medium,2,ambiguous,evaltask_000583,repo
evaltask_000585,evalproj_00061,credit_scoring,data_pipeline_maintenance,infrastructure,18,medium,2,multi_step,,ood
evaltask_000586,evalproj_00061,credit_scoring,data_pipeline_maintenance,infrastructure,77,low,1,standard,,repo
evaltask_000587,evalproj_00061,credit_scoring,data_pipeline_maintenance,infrastructure,111,high,3,negation,,repo
evaltask_000588,evalproj_00062,ab_testing_analysis,data_collection,data_preparation,109,medium,2,multi_step,,repo
evaltask_000589,evalproj_00062,ab_testing_analysis,data_cleaning,data_preparation,203,medium,2,negation,evaltask_000588,repo
evaltask_000590,evalproj_00062,ab_testing_analysis,feature_engineering,analysis,121,medium,2,negation,evaltask_000589,ood
evaltask_000591,evalproj_00062,ab_testing_analysis,model_training,modelling,152,medium,2,standard,evaltask_000590,repo
evaltask_000592,evalproj_00062,ab_testing_analysis,model_evaluation,modelling,92,medium,2,ambiguous,evaltask_000591,ood
evaltask_000593,evalproj_00062,ab_testing_analysis,model_training,modelling,103,medium,2,standard,evaltask_000592,repo
evaltask_000594,evalproj_00062,ab_testing_analysis,model_evaluation,modelling,89,low,1,ambiguous,evaltask_000593,ood
evaltask_000595,evalproj_00062,ab_testing_analysis,reporting_documentation,reporting,137,medium,2,standard,evaltask_000594,repo
evaltask_000596,evalproj_00063,text_summarisation,data_collection,data_preparation,59,medium,2,standard,,repo
evaltask_000597,evalproj_00063,text_summarisation,data_cleaning,data_preparation,232,medium,2,negation,evaltask_000596,repo
evaltask_000598,evalproj_00063,text_summarisation,exploratory_data_analysis,analysis,111,high,3,standard,evaltask_000597,ood
evaltask_000599,evalproj_00063,text_summarisation,model_training,modelling,244,low,1,ambiguous,evaltask_000598,repo
evaltask_000600,evalproj_00063,text_summarisation,model_evaluation,modelling,175,high,3,ambiguous,evaltask_000599,ood
